Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,First Name F_1,Last Name F_1,Nickname F_1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,First Name F_2,Last Name F_2,Nickname F_2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 211: Miocic vs. Dos Santos,2017-05-13,Heavyweight,Chase Sherman,Rashad Coulter,KO/TKO,Elbow,2,216,Chase Sherman,Chase,Sherman,The Vanilla Gorilla,76.0,250.0,78.0,Orthodox,15,8,0,1989-11-16,1.0,103.0,231.0,0.44,107.0,235.0,0.0,0.0,,0.0,0.0,58.0,67.0,188.0,11.0,12.0,25.0,31.0,75.0,190.0,10.0,15.0,18.0,26.0,Rashad Coulter,Rashad,Coulter,Daywalker,71.0,205.0,76.0,Orthodox,9,4,0,1981-11-27,0.0,36.0,83.0,0.43,36.0,83.0,0.0,0.0,,0.0,0.0,0.0,32.0,79.0,3.0,3.0,1.0,1.0,29.0,73.0,7.0,10.0,0.0,0.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Lightweight,James Vick,Marco Polo Reyes,KO/TKO,Punch,1,159,James Vick,James,Vick,The Texecutioner,75.0,155.0,76.0,Orthodox,13,5,0,1987-02-23,1.0,20.0,52.0,0.38,20.0,52.0,0.0,0.0,,0.0,0.0,4.0,14.0,44.0,5.0,7.0,1.0,1.0,13.0,43.0,1.0,1.0,6.0,8.0,Marco Polo Reyes,Marco Polo,Reyes,,71.0,155.0,71.0,Orthodox,8,7,0,1984-11-07,0.0,16.0,42.0,0.38,16.0,42.0,0.0,0.0,,0.0,0.0,0.0,3.0,23.0,6.0,9.0,7.0,10.0,12.0,38.0,4.0,4.0,0.0,0.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Women's Strawweight,Cortney Casey,Jessica Aguilar,U-DEC,,3,300,Cortney Casey,Cortney,Casey,Cast Iron,67.0,125.0,67.0,Orthodox,9,9,0,1987-05-05,0.0,103.0,294.0,0.35,172.0,368.0,0.0,0.0,,0.0,0.0,81.0,70.0,252.0,9.0,14.0,24.0,28.0,50.0,209.0,21.0,36.0,32.0,49.0,Jessica Aguilar,Jessica,Aguilar,Jag,63.0,115.0,63.0,Orthodox,20,8,0,1982-05-08,0.0,57.0,106.0,0.53,102.0,154.0,4.0,5.0,0.8,0.0,0.0,388.0,27.0,70.0,10.0,15.0,20.0,21.0,24.0,53.0,10.0,18.0,23.0,35.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Featherweight,Enrique Barzola,Gabriel Benitez,U-DEC,,3,300,Enrique Barzola,Enrique,Barzola,El Fuerte,67.0,145.0,70.0,Orthodox,17,5,2,1989-04-28,0.0,46.0,148.0,0.31,94.0,212.0,9.0,15.0,0.6,1.0,0.0,350.0,33.0,129.0,7.0,12.0,6.0,7.0,36.0,131.0,7.0,10.0,3.0,7.0,Gabriel Benitez,Gabriel,Benitez,Moggly,68.0,155.0,71.0,Southpaw,22,10,0,1988-06-15,0.0,51.0,151.0,0.33,67.0,169.0,0.0,0.0,,0.0,1.0,0.0,33.0,125.0,12.0,18.0,6.0,8.0,49.0,147.0,1.0,3.0,1.0,1.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Light Heavyweight,Gadzhimurad Antigulov,Joachim Christensen,SUB,Rear Naked Choke,1,141,Gadzhimurad Antigulov,Gadzhimurad,Antigulov,,71.0,205.0,70.0,Orthodox,20,8,0,1987-02-09,0.0,2.0,4.0,0.5,7.0,12.0,1.0,1.0,1.0,1.0,0.0,119.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,Joachim Christensen,Joachim,Christensen,,75.0,205.0,76.0,Orthodox,14,6,0,1978-11-07,0.0,1.0,3.0,0.33,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Featherweight,Cub Swanson,Artem Lobov,U-DEC,,5,300,Cub Swanson,Cub,Swanson,,68.0,145.0,70.0,Orthodox,27,12,0,1983-11-02,0.0,209.0,296.0,0.7,251.0,344.0,2.0,3.0,0.66,0.0,0.0,143.0,114.0,190.0,47.0,55.0,48.0,51.0,171.0,248.0,29.0,38.0,9.0,10.0,Artem Lobov,Artem,Lobov,The Russian Hammer,69.0,145.0,65.0,Southpaw,13,15,1,1986-08-11,0.0,123.0,276.0,0.44,134.0,290.0,2.0,8.0,0.25,0.0,0.0,109.0,79.0,205.0,17.0,35.0,27.0,36.0,117.0,260.0,5.0,15.0,1.0,1.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Lightweight,Al Iaquinta,Diego Sanchez,KO/TKO,Punch,1,98,Al Iaquinta,Al,Iaquinta,Raging,70.0,155.0,70.0,Orthodox,14,6,1,1987-04-30,2.0,12.0,19.0,0.63,12.0,19.0,0.0,0.0,,0.0,0.0,5.0,9.0,15.0,1.0,2.0,2.0,2.0,8.0,15.0,2.0,2.0,2.0,2.0,Diego Sanchez,Diego,Sanchez,Nightmare,70.0,170.0,72.0,Southpaw,31,13,0,1981-12-31,0.0,4.0,15.0,0.26,4.0,15.0,0.0,0.0,,0.0,0.0,0.0,2.0,13.0,2.0,2.0,0.0,0.0,4.0,14.0,0.0,1.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Light Heavyweight,Ovince Saint Preux,Marcos Rogerio de Lima,SUB,Von Flue Choke,2,131,Ovince Saint Preux,Ovince,Saint Preux,,75.0,205.0,80.0,Southpaw,25,16,0,1983-04-08,0.0,21.0,41.0,0.51,30.0,50.0,1.0,2.0,0.5,1.0,0.0,108.0,15.0,32.0,4.0,6.0,2.0,3.0,12.0,29.0,1.0,1.0,8.0,11.0,Marcos Rogerio de Lima,Marcos,Rogerio de Lima,Pezao,73.0,253.0,75.0,Orthodox,18,8,1,1985-06-25,0.0,17.0,45.0,0.37,17.0,45.0,0.0,0.0,,0.0,0.0,0.0,3.0,12.0,5.0,15.0,9.0,18.0,17.0,45.0,0.0,0.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Bantamweight,John Dodson,Eddie Wineland,U-DEC,,3,300,John Dodson,John,Dodson,The Magician,63.0,135.0,66.0,Orthodox,22,12,0,1984-09-26,0.0,48.0,103.0,0.46,48.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,75.0,21.0,24.0,4.0,4.0,47.0,102.0,1.0,1.0,0.0,0.0,Eddie Wineland,Eddie,Wineland,,67.0,135.0,69.0,Orthodox,24,15,1,1984-06-26,0.0,21.0,138.0,0.15,21.0,138.0,0.0,0.0,,0.0,0.0,0.0,14.0,125.0,7.0,13.0,0.0,0.0,21.0,136.0,0.0,2.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Lightweight,Stevie Ray,Joe Lauzon,M-DEC,,3,300,Stevie Ray,Stevie,Ray,Braveheart,70.0,155.0,70.0,Southpaw,23,9,0,1990-03-25,0.0,109.0,196.0,0.55,139.0,237.0,0.0,0.0,,1.0,0.0,35.0,94.0,179.0,14.0,16.0,1.0,1.0,67.0,140.0,18.0,29.0,24.0,27.0,Joe Lauzon,Joe,Lauzon,,70.0,155.0,71.0,Orthodox,28,16,0,1984-05-22,0.0,46.0,76.0,0.6,65.0,97.0,5.0,7.0,0.71,1.0,0.0,491.0,42.0,72.0,4.0,4.0,0.0,0.0,20.0,43.0,1.0,4.0,25.0,29.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Welterweight,Mike Perry,Jake Ellenberger,KO/TKO,Elbow,2,65,Mike Perry,Mike,Perry,Platinum,70.0,170.0,71.0,Orthodox,14,8,0,1991-09-15,2.0,26.0,55.0,0.47,28.0,57.0,0.0,0.0,,0.0,0.0,9.0,10.0,32.0,4.0,10.0,12.0,13.0,24.0,51.0,2.0,3.0,0.0,1.0,Jake Ellenberger,Jake,Ellenberger,The Juggernaut,69.0,170.0,71.0,Orthodox,31,15,0,1985-03-28,0.0,17.0,41.0,0.41,20.0,44.0,1.0,4.0,0.25,0.0,0.0,28.0,13.0,35.0,4.0,6.0,0.0,0.0,13.0,35.0,4.0,6.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Middleweight,Thales Leites,Sam Alvey,U-DEC,,3,300,Thales Leites,Thales,Leites,,73.0,185.0,78.0,Orthodox,28,9,0,1981-09-06,0.0,38.0,68.0,0.55,44.0,75.0,1.0,7.0,0.14,0.0,0.0,98.0,8.0,34.0,6.0,7.0,24.0,27.0,37.0,66.0,1.0,2.0,0.0,0.0,Sam Alvey,Sam,Alvey,Smile'N,74.0,185.0,75.0,Southpaw,33,16,1,1986-05-06,0.0,27.0,89.0,0.3,50.0,112.0,0.0,0.0,,0.0,0.0,21.0,22.0,83.0,5.0,6.0,0.0,0.0,20.0,81.0,7.0,8.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Flyweight,Brandon Moreno,Dustin Ortiz,SUB,Rear Naked Choke,2,246,Brandon Moreno,Brandon,Moreno,The Assassin Baby,67.0,125.0,70.0,Orthodox,19,5,2,1993-12-07,1.0,24.0,73.0,0.32,34.0,86.0,0.0,0.0,,2.0,1.0,102.0,14.0,60.0,5.0,7.0,5.0,6.0,12.0,54.0,5.0,6.0,7.0,13.0,Dustin Ortiz,Dustin,Ortiz,,65.0,125.0,65.0,Orthodox,19,8,0,1988-12-25,0.0,16.0,60.0,0.26,31.0,76.0,4.0,10.0,0.4,0.0,1.0,287.0,3.0,41.0,2.0,5.0,11.0,14.0,10.0,50.0,4.0,8.0,2.0,2.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Lightweight,Scott Holtzman,Michael McBride,U-DEC,,3,300,Scott Holtzman,Scott,Holtzman,Hot Sauce,69.0,155.0,69.0,Orthodox,14,5,0,1983-09-30,1.0,104.0,190.0,0.54,109.0,198.0,2.0,4.0,0.5,0.0,2.0,401.0,70.0,136.0,8.0,22.0,26.0,32.0,64.0,127.0,4.0,6.0,36.0,57.0,Michael McBride,Michael,McBride,,73.0,155.0,,Orthodox,8,3,0,1986-03-09,0.0,83.0,172.0,0.48,140.0,236.0,3.0,6.0,0.5,2.0,1.0,56.0,50.0,127.0,19.0,29.0,14.0,16.0,73.0,149.0,3.0,8.0,7.0,15.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Women's Strawweight,Danielle Taylor,Jessica Penne,U-DEC,,3,300,Danielle Taylor,Danielle,Taylor,Dynamite,60.0,115.0,60.0,Orthodox,9,4,0,1989-10-25,0.0,72.0,176.0,0.4,76.0,182.0,0.0,0.0,,0.0,0.0,0.0,43.0,141.0,11.0,14.0,18.0,21.0,67.0,167.0,5.0,9.0,0.0,0.0,Jessica Penne,Jessica,Penne,,65.0,115.0,67.0,Orthodox,14,6,0,1983-01-30,0.0,69.0,178.0,0.38,71.0,181.0,1.0,2.0,0.5,0.0,0.0,29.0,37.0,136.0,31.0,40.0,1.0,2.0,55.0,159.0,14.0,19.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Women's Bantamweight,Alexis Davis,Cindy Dandois,U-DEC,,3,300,Alexis Davis,Alexis,Davis,,66.0,135.0,68.0,Orthodox,20,11,0,1984-10-04,0.0,51.0,123.0,0.41,115.0,192.0,0.0,0.0,,2.0,1.0,162.0,21.0,88.0,17.0,21.0,13.0,14.0,35.0,104.0,9.0,9.0,7.0,10.0,Cindy Dandois,Cindy,Dandois,Battlecat,67.0,135.0,,Orthodox,8,3,0,1984-10-26,0.0,47.0,146.0,0.32,100.0,212.0,5.0,9.0,0.55,0.0,0.0,398.0,34.0,125.0,6.0,8.0,7.0,13.0,28.0,114.0,8.0,18.0,11.0,14.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Welterweight,Bryan Barberena,Joe Proctor,KO/TKO,Punch,1,210,Bryan Barberena,Bryan,Barberena,Bam Bam,72.0,170.0,72.0,Southpaw,15,8,0,1989-05-03,1.0,28.0,45.0,0.62,28.0,45.0,0.0,0.0,,0.0,0.0,6.0,22.0,36.0,1.0,1.0,5.0,8.0,16.0,29.0,6.0,9.0,6.0,7.0,Joe Proctor,Joe,Proctor,,70.0,155.0,72.0,Orthodox,11,5,0,1985-08-10,0.0,8.0,23.0,0.34,8.0,23.0,0.0,0.0,,0.0,0.0,0.0,4.0,16.0,2.0,5.0,2.0,2.0,8.0,23.0,0.0,0.0,0.0,0.0
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Flyweight,Hector Sandoval,Matt Schnell,KO/TKO,Punch,1,264,Hector Sandoval,Hector,Sandoval,Kid Alex,62.0,125.0,64.0,Orthodox,14,4,0,1986-07-19,0.0,32.0,50.0,0.64,52.0,70.0,3.0,8.0,0.37,0.0,0.0,58.0,22.0,37.0,6.0,7.0,4.0,6.0,5.0,13.0,17.0,25.0,10.0,12.0,Matt Schnell,Matt,Schnell,Danger,68.0,125.0,70.0,Orthodox,15,6,0,1990-01-15,0.0,16.0,40.0,0.4,27.0,52.0,1.0,1.0,1.0,1.0,0.0,6.0,8.0,29.0,4.0,6.0,4.0,5.0,6.0,24.0,10.0,15.0,0.0,1.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Flyweight,Demetrious Johnson,Wilson Reis,SUB,Armbar,3,289,Demetrious Johnson,Demetrious,Johnson,Mighty Mouse,63.0,125.0,66.0,Orthodox,27,3,1,1986-08-13,0.0,108.0,186.0,0.58,135.0,216.0,1.0,2.0,0.5,1.0,0.0,139.0,81.0,154.0,16.0,20.0,11.0,12.0,72.0,136.0,8.0,16.0,28.0,34.0,Wilson Reis,Wilson,Reis,,64.0,125.0,65.0,Southpaw,23,10,0,1985-01-06,0.0,16.0,168.0,0.09,18.0,170.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,139.0,2.0,14.0,12.0,15.0,16.0,167.0,0.0,1.0,0.0,0.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Women's Strawweight,Rose Namajunas,Michelle Waterson,SUB,Rear Naked Choke,2,167,Rose Namajunas,Rose,Namajunas,Thug,65.0,115.0,65.0,Orthodox,11,4,0,1992-06-29,1.0,47.0,72.0,0.65,56.0,86.0,1.0,1.0,1.0,1.0,1.0,273.0,42.0,63.0,3.0,5.0,2.0,4.0,9.0,28.0,5.0,5.0,33.0,39.0,Michelle Waterson,Michelle,Waterson,The Karate Hottie,63.0,115.0,62.0,Orthodox,18,9,0,1986-01-06,0.0,22.0,33.0,0.66,31.0,44.0,1.0,1.0,1.0,0.0,0.0,50.0,5.0,14.0,4.0,5.0,13.0,14.0,19.0,30.0,2.0,2.0,1.0,1.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Middleweight,Robert Whittaker,Jacare Souza,KO/TKO,Kick,2,208,Robert Whittaker,Robert,Whittaker,The Reaper,72.0,185.0,73.0,Orthodox,24,5,0,1990-12-20,1.0,55.0,110.0,0.5,57.0,112.0,0.0,0.0,,0.0,0.0,25.0,47.0,97.0,7.0,12.0,1.0,1.0,40.0,85.0,1.0,4.0,14.0,21.0,Jacare Souza,Jacare,Souza,,73.0,185.0,72.0,Orthodox,26,10,0,1979-12-07,0.0,9.0,36.0,0.25,13.0,40.0,1.0,3.0,0.33,0.0,0.0,49.0,6.0,31.0,3.0,5.0,0.0,0.0,6.0,32.0,3.0,4.0,0.0,0.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Featherweight,Renato Moicano,Jeremy Stephens,S-DEC,,3,300,Renato Moicano,Renato,Moicano,,71.0,155.0,72.0,Orthodox,15,4,1,1989-05-21,0.0,70.0,116.0,0.6,76.0,123.0,2.0,5.0,0.4,0.0,0.0,136.0,39.0,78.0,3.0,5.0,28.0,33.0,66.0,110.0,1.0,3.0,3.0,3.0,Jeremy Stephens,Jeremy,Stephens,Lil' Heathen,69.0,145.0,71.0,Orthodox,28,19,0,1986-05-25,0.0,56.0,207.0,0.27,73.0,224.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,168.0,7.0,10.0,21.0,29.0,53.0,201.0,3.0,6.0,0.0,0.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Heavyweight,Alexander Volkov,Roy Nelson,U-DEC,,3,300,Alexander Volkov,Alexander,Volkov,Drago,79.0,250.0,80.0,Orthodox,34,9,0,1988-10-24,0.0,122.0,182.0,0.67,125.0,185.0,0.0,0.0,,0.0,0.0,23.0,77.0,132.0,29.0,34.0,16.0,16.0,105.0,157.0,17.0,25.0,0.0,0.0,Roy Nelson,Roy,Nelson,Big Country,72.0,263.0,73.0,Orthodox,22,14,0,1976-06-20,0.0,32.0,67.0,0.47,40.0,75.0,1.0,8.0,0.12,0.0,0.0,272.0,18.0,52.0,9.0,9.0,5.0,6.0,25.0,58.0,6.0,7.0,1.0,2.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Bantamweight,Tom Duquesnoy,Patrick Williams,KO/TKO,Elbows,2,28,Tom Duquesnoy,Tom,Duquesnoy,Fire Kid,67.0,135.0,68.0,Orthodox,16,2,0,1993-06-21,2.0,36.0,49.0,0.73,36.0,49.0,0.0,0.0,,0.0,0.0,14.0,16.0,28.0,14.0,15.0,6.0,6.0,18.0,26.0,17.0,20.0,1.0,3.0,Patrick Williams,Patrick,Williams,The Animal,68.0,135.0,73.0,Orthodox,8,6,0,1981-09-07,0.0,37.0,73.0,0.5,42.0,80.0,2.0,4.0,0.5,0.0,0.0,38.0,20.0,53.0,11.0,14.0,6.0,6.0,21.0,48.0,15.0,24.0,1.0,1.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Lightweight,Rashid Magomedov,Bobby Green,S-DEC,,3,300,Rashid Magomedov,Rashid,Magomedov,Highlander,69.0,155.0,70.0,Orthodox,20,2,0,1984-11-29,0.0,75.0,189.0,0.39,88.0,202.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,140.0,28.0,41.0,4.0,8.0,69.0,180.0,5.0,8.0,1.0,1.0,Bobby Green,Bobby,Green,King,70.0,155.0,71.0,Orthodox,27,12,1,1986-09-09,0.0,75.0,143.0,0.52,104.0,176.0,0.0,6.0,0.0,0.0,0.0,148.0,14.0,71.0,27.0,33.0,34.0,39.0,60.0,124.0,15.0,19.0,0.0,0.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Flyweight,Tim Elliott,Louis Smolka,U-DEC,,3,300,Tim Elliott,Tim,Elliott,,67.0,125.0,66.0,Southpaw,18,12,1,1986-12-24,0.0,57.0,91.0,0.62,98.0,136.0,12.0,14.0,0.85,1.0,3.0,483.0,34.0,64.0,15.0,18.0,8.0,9.0,30.0,55.0,12.0,18.0,15.0,18.0,Louis Smolka,Louis,Smolka,Da Last Samurai,69.0,135.0,68.0,Orthodox,17,7,0,1991-07-16,0.0,41.0,97.0,0.42,47.0,105.0,1.0,4.0,0.25,2.0,4.0,159.0,35.0,89.0,4.0,6.0,2.0,2.0,27.0,74.0,3.0,7.0,11.0,16.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Bantamweight,Aljamain Sterling,Augusto Mendes,U-DEC,,3,300,Aljamain Sterling,Aljamain,Sterling,Funk Master,67.0,135.0,71.0,Orthodox,20,3,0,1989-07-31,0.0,83.0,161.0,0.51,162.0,246.0,2.0,6.0,0.33,0.0,0.0,359.0,28.0,90.0,46.0,55.0,9.0,16.0,53.0,117.0,10.0,12.0,20.0,32.0,Augusto Mendes,Augusto,Mendes,Tanquinho,66.0,135.0,65.0,Orthodox,6,2,0,1983-03-03,1.0,30.0,91.0,0.32,76.0,145.0,0.0,3.0,0.0,0.0,1.0,193.0,16.0,73.0,7.0,11.0,7.0,7.0,24.0,84.0,4.0,4.0,2.0,3.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Light Heavyweight,Devin Clark,Jake Collier,U-DEC,,3,300,Devin Clark,Devin,Clark,Brown Bear,72.0,205.0,75.0,Orthodox,12,6,0,1990-04-12,0.0,68.0,105.0,0.64,159.0,207.0,4.0,7.0,0.57,0.0,0.0,465.0,42.0,76.0,17.0,19.0,9.0,10.0,20.0,50.0,11.0,15.0,37.0,40.0,Jake Collier,Jake,Collier,The Prototype,75.0,230.0,78.0,Orthodox,12,6,0,1988-10-25,0.0,36.0,72.0,0.5,52.0,91.0,0.0,2.0,0.0,1.0,0.0,132.0,17.0,48.0,11.0,15.0,8.0,9.0,15.0,43.0,20.0,28.0,1.0,1.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Middleweight,Anthony Smith,Andrew Sanchez,KO/TKO,Kick,3,232,Anthony Smith,Anthony,Smith,Lionheart,76.0,205.0,76.0,Orthodox,36,16,0,1988-07-26,1.0,49.0,100.0,0.49,58.0,111.0,0.0,1.0,0.0,0.0,1.0,67.0,33.0,84.0,12.0,12.0,4.0,4.0,35.0,85.0,8.0,9.0,6.0,6.0,Andrew Sanchez,Andrew,Sanchez,El Dirte,73.0,185.0,74.0,Orthodox,13,7,0,1988-04-08,0.0,63.0,104.0,0.6,104.0,151.0,4.0,10.0,0.4,0.0,0.0,274.0,48.0,84.0,7.0,12.0,8.0,8.0,36.0,75.0,3.0,5.0,24.0,24.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Welterweight,Zak Cummings,Nathan Coy,SUB,Guillotine Choke,1,261,Zak Cummings,Zak,Cummings,,72.0,185.0,75.0,Southpaw,24,7,0,1984-08-02,0.0,25.0,72.0,0.34,25.0,72.0,0.0,0.0,,2.0,0.0,11.0,20.0,66.0,2.0,3.0,3.0,3.0,21.0,68.0,2.0,2.0,2.0,2.0,Nathan Coy,Nathan,Coy,Soulforce,70.0,170.0,69.0,Southpaw,15,7,0,1978-07-24,0.0,23.0,41.0,0.56,23.0,41.0,1.0,1.0,1.0,0.0,0.0,5.0,13.0,29.0,7.0,8.0,3.0,4.0,22.0,40.0,1.0,1.0,0.0,0.0
UFC on FOX: Johnson vs. Reis,2017-04-15,Women's Bantamweight,Ketlen Vieira,Ashlee Evans-Smith,U-DEC,,3,300,Ketlen Vieira,Ketlen,Vieira,Fenomeno,68.0,135.0,68.0,Orthodox,11,2,0,1991-08-26,0.0,71.0,235.0,0.3,89.0,256.0,1.0,5.0,0.2,0.0,0.0,246.0,56.0,218.0,11.0,13.0,4.0,4.0,57.0,217.0,13.0,17.0,1.0,1.0,Ashlee Evans-Smith,Ashlee,Evans-Smith,Rebel Girl,68.0,135.0,67.0,Orthodox,6,5,0,1987-07-09,0.0,68.0,189.0,0.35,100.0,228.0,0.0,5.0,0.0,0.0,0.0,5.0,20.0,132.0,17.0,22.0,31.0,35.0,52.0,168.0,16.0,21.0,0.0,0.0
UFC 210: Cormier vs. Johnson 2,2017-04-08,Light Heavyweight,Daniel Cormier,Anthony Johnson,SUB,Rear Naked Choke,2,217,Daniel Cormier,Daniel,Cormier,DC,71.0,235.0,72.0,Orthodox,22,3,0,1979-03-20,0.0,36.0,41.0,0.87,85.0,97.0,1.0,2.0,0.5,1.0,0.0,253.0,29.0,34.0,4.0,4.0,3.0,3.0,1.0,5.0,21.0,22.0,14.0,14.0,Anthony Johnson,Anthony,Johnson,Rumble,74.0,205.0,78.0,Orthodox,22,6,0,1984-03-06,0.0,22.0,36.0,0.61,22.0,36.0,1.0,3.0,0.33,0.0,0.0,158.0,6.0,18.0,8.0,10.0,8.0,8.0,12.0,25.0,10.0,11.0,0.0,0.0
UFC 210: Cormier vs. Johnson 2,2017-04-08,Middleweight,Gegard Mousasi,Chris Weidman,KO/TKO,Knee,2,193,Gegard Mousasi,Gegard,Mousasi,,74.0,185.0,76.0,Orthodox,42,6,2,1985-08-01,0.0,49.0,93.0,0.52,55.0,99.0,0.0,1.0,0.0,0.0,0.0,38.0,34.0,76.0,5.0,6.0,10.0,11.0,32.0,71.0,15.0,20.0,2.0,2.0,Chris Weidman,Chris,Weidman,The All-American,74.0,185.0,78.0,Orthodox,15,6,0,1984-06-17,0.0,13.0,29.0,0.44,18.0,34.0,4.0,6.0,0.66,1.0,0.0,201.0,9.0,25.0,3.0,3.0,1.0,1.0,13.0,28.0,0.0,0.0,0.0,1.0
UFC 210: Cormier vs. Johnson 2,2017-04-08,Women's Strawweight,Cynthia Calvillo,Pearl Gonzalez,SUB,Rear Naked Choke,3,225,Cynthia Calvillo,Cynthia,Calvillo,,64.0,125.0,64.0,Orthodox,9,3,1,1987-07-13,0.0,50.0,169.0,0.29,65.0,188.0,1.0,1.0,1.0,3.0,0.0,322.0,26.0,140.0,16.0,21.0,8.0,8.0,48.0,167.0,1.0,1.0,1.0,1.0,Pearl Gonzalez,Pearl,Gonzalez,,64.0,115.0,,Orthodox,6,3,0,1986-08-12,0.0,37.0,112.0,0.33,43.0,118.0,2.0,3.0,0.66,1.0,0.0,77.0,28.0,101.0,2.0,4.0,7.0,7.0,34.0,109.0,2.0,2.0,1.0,1.0
UFC 210: Cormier vs. Johnson 2,2017-04-08,Welterweight,Thiago Alves,Patrick Cote,U-DEC,,3,300,Thiago Alves,Thiago,Alves,Pitbull,69.0,170.0,70.0,Orthodox,23,15,0,1983-10-03,2.0,79.0,157.0,0.5,103.0,182.0,1.0,1.0,1.0,0.0,0.0,162.0,44.0,115.0,8.0,11.0,27.0,31.0,54.0,120.0,9.0,15.0,16.0,22.0,Patrick Cote,Patrick,Cote,The Predator,71.0,170.0,75.0,Orthodox,23,11,0,1980-02-29,0.0,44.0,131.0,0.33,51.0,140.0,0.0,1.0,0.0,0.0,0.0,33.0,27.0,103.0,9.0,13.0,8.0,15.0,38.0,121.0,6.0,10.0,0.0,0.0
UFC 210: Cormier vs. Johnson 2,2017-04-08,Lightweight,Charles Oliveira,Will Brooks,SUB,Rear Naked Choke,1,150,Charles Oliveira,Charles,Oliveira,Do Bronx,70.0,155.0,74.0,Orthodox,31,8,0,1989-10-17,0.0,3.0,7.0,0.42,3.0,7.0,2.0,2.0,1.0,1.0,0.0,102.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,Will Brooks,Will,Brooks,Ill,70.0,155.0,72.0,Orthodox,18,4,0,1986-10-08,0.0,4.0,5.0,0.8,8.0,9.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0
