Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC Fight Night: Blaydes vs. Volkov,2020-06-20,Lightweight,Justin Jaynes,Frank Camacho,KO/TKO,Punch,1,41,Justin Jaynes,67,145,68,Orthodox,16,8,0,1989-08-10,1,16,30,0.53,16,30,0,0,0.0,0,0,3,14,28,2,2,0,0,10,22,4,5,2,3,Frank Camacho,70,170,73,Orthodox,22,9,0,1989-05-18,0,4,15,0.26,4,15,0,0,0.0,0,0,0,4,14,0,1,0,0,4,15,0,0,0,0
UFC Fight Night: Blaydes vs. Volkov,2020-06-20,Women's Flyweight,Lauren Murphy,Roxanne Modafferi,Decision,Unanimous Decision,3,300,Lauren Murphy,65,125,67,Orthodox,15,5,0,1983-07-27,0,72,158,0.45,92,178,2,3,0.66,0,0,53,46,127,8,12,18,19,65,150,3,3,4,5,Roxanne Modafferi,67,125,69,Orthodox,25,20,0,1982-09-24,0,44,174,0.25,71,206,0,1,0.0,0,1,248,34,152,5,15,5,7,39,163,5,11,0,0
UFC Fight Night: Blaydes vs. Volkov,2020-06-20,Lightweight,Austin Hubbard,Max Rohskopf,KO/TKO,Punch,2,300,Austin Hubbard,70,155,71,Orthodox,13,6,0,1991-12-22,0,58,101,0.57,59,102,0,0,0.0,0,0,0,28,54,15,30,15,17,55,96,3,5,0,0,Max Rohskopf,73,155,71,Orthodox,5,1,0,1994-09-27,0,17,54,0.31,17,55,2,6,0.33,1,0,67,9,44,1,1,7,9,17,54,0,0,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Women's Flyweight,Cynthia Calvillo,Jessica Eye,Decision,Unanimous Decision,5,300,Cynthia Calvillo,64,125,64,Orthodox,9,3,1,1987-07-13,0,113,237,0.47,150,294,4,7,0.57,0,0,466,77,185,32,48,4,4,105,225,1,1,7,11,Jessica Eye,66,125,66,Orthodox,15,10,0,1986-07-27,0,70,280,0.25,70,283,0,0,0.0,0,0,0,59,261,10,17,1,2,69,276,1,4,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Middleweight,Marvin Vettori,Karl Roberson,SUB,Rear Naked Choke,1,257,Marvin Vettori,72,205,74,Southpaw,18,5,1,1993-09-20,0,45,64,0.7,60,79,2,3,0.66,2,0,125,45,64,0,0,0,0,2,12,0,0,43,52,Karl Roberson,73,185,74,Southpaw,9,4,0,1990-10-04,0,4,16,0.25,4,16,0,0,0.0,0,0,19,4,16,0,0,0,0,4,16,0,0,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Lightweight,Charles Rosa,Kevin Aguilar,Decision,Split Decision,3,300,Charles Rosa,69,145,69,Switch,14,6,0,1986-08-24,0,69,173,0.39,69,173,0,1,0.0,0,0,0,33,119,15,26,21,28,69,173,0,0,0,0,Kevin Aguilar,67,155,73,Orthodox,17,5,0,1988-09-07,0,53,135,0.39,53,135,0,2,0.0,0,0,4,34,109,17,22,2,4,50,130,3,5,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Featherweight,Andre Fili,Charles Jourdain,Decision,Split Decision,3,300,Andre Fili,71,145,74,Orthodox,21,8,0,1990-06-25,0,44,171,0.25,52,183,5,6,0.83,0,0,106,36,157,5,10,3,4,42,165,0,1,2,5,Charles Jourdain,69,145,69,Switch,11,4,1,1995-11-27,1,62,138,0.44,65,142,0,0,0.0,0,0,14,26,85,15,32,21,21,61,133,0,2,1,3
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Bantamweight,Jordan Espinosa,Mark De La Rosa,Decision,Unanimous Decision,3,300,Jordan Espinosa,66,125,69,Orthodox,15,9,0,1989-11-08,0,126,185,0.68,188,254,2,3,0.66,0,0,142,93,149,16,17,17,19,69,117,39,46,18,22,Mark De La Rosa,66,135,65,Orthodox,11,5,0,1994-08-31,0,37,118,0.31,43,127,0,3,0.0,0,0,229,14,80,12,19,11,19,32,102,5,16,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Women's Flyweight,Mariya Agapova,Hannah Cifers,SUB,Rear Naked Choke,1,162,Mariya Agapova,66,125,68,Southpaw,10,2,0,1997-04-07,1,29,52,0.55,36,59,0,0,0.0,1,0,24,20,41,8,10,1,1,19,35,10,17,0,0,Hannah Cifers,61,115,62,Orthodox,10,7,0,1992-06-26,0,11,32,0.34,14,36,0,0,0.0,0,0,30,4,21,3,5,4,6,7,23,4,9,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Catch Weight,Merab Dvalishvili,Gustavo Lopez,Decision,Unanimous Decision,3,300,Merab Dvalishvili,66,135,68,Orthodox,14,4,0,1991-01-10,0,73,128,0.57,110,187,13,18,0.72,2,0,555,47,99,13,15,13,14,23,54,3,3,47,71,Gustavo Lopez,65,135,67,Orthodox,12,6,1,1989-06-27,0,14,57,0.24,49,103,0,0,0.0,0,0,2,5,46,5,5,4,6,10,43,4,14,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Women's Bantamweight,Julia Avila,Gina Mazany,KO/TKO,Punch,1,22,Julia Avila,67,135,68,Orthodox,9,2,0,1988-05-11,0,11,20,0.55,11,22,0,0,0.0,0,0,5,10,19,1,1,0,0,1,6,10,14,0,0,Gina Mazany,66,125,68,Southpaw,7,5,0,1988-08-19,0,2,4,0.5,2,4,0,1,0.0,0,0,0,2,4,0,0,0,0,1,3,1,1,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Bantamweight,Tyson Nam,Zarrukh Adashev,KO/TKO,Punch,1,32,Tyson Nam,67,125,68,Orthodox,20,12,1,1983-10-06,1,2,3,0.66,2,3,0,0,0.0,0,0,2,2,3,0,0,0,0,1,2,0,0,1,1,Zarrukh Adashev,65,125,65,Southpaw,4,3,0,1992-07-29,0,2,6,0.33,2,6,0,0,0.0,0,0,0,1,5,0,0,1,1,2,6,0,0,0,0
UFC Fight Night: Eye vs. Calvillo,2020-06-13,Welterweight,Christian Aguilera,Anthony Ivy,KO/TKO,Punch,1,59,Christian Aguilera,69,170,72,Switch,14,8,0,1991-11-25,0,10,23,0.43,10,23,0,0,0.0,0,0,0,9,22,1,1,0,0,10,23,0,0,0,0,Anthony Ivy,74,185,74,Orthodox,8,4,0,1990-01-23,0,4,11,0.36,4,11,0,0,0.0,0,0,0,0,7,0,0,4,4,4,11,0,0,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Women's Featherweight,Amanda Nunes,Felicia Spencer,Decision,Unanimous Decision,5,300,Amanda Nunes,68,145,69,Orthodox,21,4,0,1988-05-30,0,124,214,0.57,132,222,6,7,0.85,1,0,481,90,170,13,20,21,24,91,173,1,1,32,40,Felicia Spencer,66,145,68,Orthodox,8,3,0,1990-11-29,0,42,130,0.32,70,161,0,7,0.0,0,0,9,24,106,7,9,11,15,36,118,4,9,2,3
UFC 250: Nunes vs. Spencer,2020-06-06,Bantamweight,Cody Garbrandt,Raphael Assuncao,KO/TKO,Punch,2,299,Cody Garbrandt,68,135,65,Orthodox,12,4,0,1991-07-07,1,19,43,0.44,20,45,0,0,0.0,0,0,3,7,24,2,5,10,14,19,43,0,0,0,0,Raphael Assuncao,65,135,66,Orthodox,27,8,0,1982-07-19,0,17,52,0.32,17,52,0,0,0.0,0,0,0,4,25,2,11,11,16,17,52,0,0,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Bantamweight,Aljamain Sterling,Cory Sandhagen,SUB,Rear Naked Choke,1,88,Aljamain Sterling,67,135,71,Orthodox,20,3,0,1989-07-31,0,2,3,0.66,10,12,0,1,0.0,2,0,73,0,0,0,0,2,3,2,3,0,0,0,0,Cory Sandhagen,71,135,70,Switch,14,4,0,1992-04-20,0,1,2,0.5,1,2,0,0,0.0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Welterweight,Neil Magny,Anthony Rocco Martin,Decision,Unanimous Decision,3,300,Neil Magny,75,170,80,Orthodox,25,9,0,1987-08-03,0,64,110,0.58,82,130,0,6,0.0,0,0,139,30,70,17,20,17,20,48,93,16,17,0,0,Anthony Rocco Martin,72,170,73,Orthodox,17,6,0,1989-12-11,0,37,82,0.45,46,91,1,2,0.5,0,0,297,26,70,4,4,7,8,34,77,3,5,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Bantamweight,Sean O'Malley,Eddie Wineland,KO/TKO,Punch,1,114,Sean O'Malley,71,135,72,Switch,14,1,0,1994-10-24,1,13,20,0.65,13,20,0,0,0.0,0,0,0,5,10,5,7,3,3,13,20,0,0,0,0,Eddie Wineland,67,135,69,Orthodox,24,15,1,1984-06-26,0,4,7,0.57,4,7,0,0,0.0,0,0,0,3,5,1,2,0,0,4,7,0,0,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Featherweight,Alex Caceres,Chase Hooper,Decision,Unanimous Decision,3,300,Alex Caceres,70,145,73,Southpaw,19,12,0,1988-06-20,1,103,164,0.62,109,170,1,1,1.0,0,0,151,79,136,13,16,11,12,84,140,5,6,14,18,Chase Hooper,73,145,74,Southpaw,10,2,1,1999-09-13,0,53,187,0.28,60,197,0,2,0.0,0,1,176,38,167,11,14,4,6,46,179,4,4,3,4
UFC 250: Nunes vs. Spencer,2020-06-06,Middleweight,Ian Heinisch,Gerald Meerschaert,KO/TKO,Punch,1,74,Ian Heinisch,71,185,72,Orthodox,14,5,0,1988-08-05,1,20,25,0.8,22,27,0,0,0.0,0,0,13,17,22,1,1,2,2,5,5,0,0,15,20,Gerald Meerschaert,73,185,77,Southpaw,33,14,0,1987-12-18,0,3,10,0.3,3,10,0,0,0.0,0,0,0,1,8,2,2,0,0,3,10,0,0,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Featherweight,Cody Stamann,Brian Kelleher,Decision,Unanimous Decision,3,300,Cody Stamann,66,145,64,Orthodox,19,4,1,1989-11-09,0,89,179,0.49,113,205,2,4,0.5,0,0,108,68,153,16,21,5,5,77,163,7,10,5,6,Brian Kelleher,66,135,66,Switch,23,12,0,1986-08-19,0,57,177,0.32,64,185,1,3,0.33,0,0,44,26,128,12,28,19,21,53,170,3,6,1,1
UFC 250: Nunes vs. Spencer,2020-06-06,Middleweight,Maki Pitolo,Charles Byrd,KO/TKO,Punch,2,70,Maki Pitolo,70,185,75,Orthodox,13,8,0,1990-11-24,0,29,59,0.49,33,65,3,3,1.0,0,0,112,20,48,9,11,0,0,16,39,5,5,8,15,Charles Byrd,70,185,73,Orthodox,10,7,0,1983-10-11,0,11,25,0.44,16,31,1,2,0.5,0,1,174,10,24,1,1,0,0,7,17,0,0,4,8
UFC 250: Nunes vs. Spencer,2020-06-06,Flyweight,Alex Perez,Jussier Formiga,KO/TKO,Kick,1,246,Alex Perez,66,125,65,Orthodox,24,6,0,1992-03-21,2,29,61,0.47,29,61,0,0,0.0,0,0,4,12,39,2,4,15,18,24,55,5,6,0,0,Jussier Formiga,65,125,67,Orthodox,23,8,0,1985-04-14,0,18,41,0.43,18,41,0,0,0.0,0,0,0,17,38,0,2,1,1,17,40,1,1,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Light Heavyweight,Devin Clark,Alonzo Menifield,Decision,Unanimous Decision,3,300,Devin Clark,72,205,75,Orthodox,12,6,0,1990-04-12,0,79,124,0.63,150,198,1,10,0.1,0,0,158,23,67,56,57,0,0,21,62,57,61,1,1,Alonzo Menifield,72,205,76,Orthodox,11,2,0,1987-10-18,0,39,85,0.45,54,103,0,2,0.0,0,0,522,31,75,6,8,2,2,13,45,26,40,0,0
UFC 250: Nunes vs. Spencer,2020-06-06,Catch Weight,Herbert Burns,Evan Dunham,SUB,Rear Naked Choke,1,80,Herbert Burns,69,145,73,Orthodox,11,3,0,1988-02-02,0,5,10,0.5,8,13,1,1,1.0,1,0,38,4,6,1,3,0,1,4,8,0,1,1,1,Evan Dunham,70,155,70,Southpaw,18,9,1,1981-12-18,0,3,6,0.5,4,7,0,0,0.0,0,0,5,2,5,1,1,0,0,2,4,1,2,0,0
UFC Fight Night: Woodley vs. Burns,2020-05-30,Welterweight,Gilbert Burns,Tyron Woodley,Decision,Unanimous Decision,5,300,Gilbert Burns,70,170,71,Orthodox,20,4,0,1986-07-20,0,83,138,0.6,156,211,2,8,0.25,1,0,478,41,82,27,31,15,25,51,102,13,16,19,20,Tyron Woodley,69,170,74,Orthodox,19,7,1,1982-04-07,0,28,64,0.43,65,101,0,2,0.0,0,0,167,14,44,12,17,2,3,19,55,9,9,0,0
UFC Fight Night: Woodley vs. Burns,2020-05-30,Heavyweight,Augusto Sakai,Blagoy Ivanov,Decision,Split Decision,3,300,Augusto Sakai,75,265,77,Orthodox,15,3,1,1991-05-09,0,78,161,0.48,89,174,0,0,0.0,0,0,106,35,105,28,38,15,18,62,144,14,15,2,2,Blagoy Ivanov,71,250,73,Southpaw,18,4,0,1986-10-09,0,66,125,0.52,71,130,1,3,0.33,0,0,68,47,105,18,19,1,1,52,107,12,15,2,3
UFC Fight Night: Woodley vs. Burns,2020-05-30,Catch Weight,Billy Quarantillo,Spike Carlyle,Decision,Unanimous Decision,3,300,Billy Quarantillo,70,145,70,Orthodox,16,3,0,1988-12-08,0,49,66,0.74,110,135,2,3,0.66,2,1,284,42,59,6,6,1,1,12,22,5,5,32,39,Spike Carlyle,68,145,71,Switch,9,3,0,1993-05-06,0,37,66,0.56,64,102,3,6,0.5,0,3,541,34,63,2,2,1,1,12,16,4,4,21,46
UFC Fight Night: Woodley vs. Burns,2020-05-30,Lightweight,Roosevelt Roberts,Brok Weaver,SUB,Rear Naked Choke,2,206,Roosevelt Roberts,74,155,73,Orthodox,10,3,0,1994-02-11,0,40,61,0.65,54,76,1,3,0.33,3,0,184,27,45,7,10,6,6,25,46,2,2,13,13,Brok Weaver,72,155,73,Southpaw,15,6,0,1991-12-05,0,14,48,0.29,26,62,0,0,0.0,0,0,140,5,35,9,11,0,2,10,41,4,7,0,0
UFC Fight Night: Woodley vs. Burns,2020-05-30,Women's Strawweight,Mackenzie Dern,Hannah Cifers,SUB,Kneebar,1,156,Mackenzie Dern,64,115,63,Orthodox,11,2,0,1993-03-24,0,5,21,0.23,5,21,0,1,0.0,1,0,0,2,18,1,1,2,2,5,21,0,0,0,0,Hannah Cifers,61,115,62,Orthodox,10,7,0,1992-06-26,0,7,26,0.26,11,31,0,0,0.0,0,0,24,3,19,3,6,1,1,3,19,4,5,0,2
UFC Fight Night: Woodley vs. Burns,2020-05-30,Women's Flyweight,Katlyn Chookagian,Antonina Shevchenko,Decision,Unanimous Decision,3,300,Katlyn Chookagian,69,125,68,Orthodox,16,4,0,1988-12-28,0,73,108,0.67,200,240,3,3,1.0,4,0,636,55,81,12,18,6,9,22,49,4,4,47,55,Antonina Shevchenko,68,125,67,Southpaw,9,4,0,1984-11-20,0,25,64,0.39,37,76,0,0,0.0,0,0,0,14,50,6,9,5,5,21,59,4,5,0,0
UFC Fight Night: Woodley vs. Burns,2020-05-30,Welterweight,Daniel Rodriguez,Gabe Green,Decision,Unanimous Decision,3,300,Daniel Rodriguez,73,170,74,Southpaw,16,2,0,1986-12-31,0,175,344,0.5,175,345,1,1,1.0,0,0,27,139,302,27,33,9,9,169,337,4,5,2,2,Gabe Green,70,170,73,Switch,10,3,0,1993-05-02,0,127,273,0.46,127,273,0,0,0.0,0,0,11,61,198,51,58,15,17,125,269,2,4,0,0
UFC Fight Night: Woodley vs. Burns,2020-05-30,Flyweight,Brandon Royval,Tim Elliott,SUB,Arm Triangle,2,198,Brandon Royval,69,125,68,Southpaw,12,6,0,1992-08-16,0,16,33,0.48,22,41,1,1,1.0,2,1,124,9,26,4,4,3,3,12,29,1,1,3,3,Tim Elliott,67,125,66,Southpaw,18,12,1,1986-12-24,0,17,32,0.53,40,55,4,10,0.4,0,1,241,6,18,3,5,8,9,11,24,3,5,3,3
UFC Fight Night: Woodley vs. Burns,2020-05-30,Bantamweight,Casey Kenney,Louis Smolka,SUB,Guillotine Choke,1,183,Casey Kenney,67,135,68,Southpaw,16,4,1,1991-03-20,0,32,52,0.61,32,52,0,0,0.0,1,0,9,15,34,5,6,12,12,31,51,1,1,0,0,Louis Smolka,69,135,68,Orthodox,17,7,0,1991-07-16,0,18,43,0.41,18,43,0,1,0.0,0,0,0,4,16,14,27,0,0,16,41,2,2,0,0
UFC Fight Night: Woodley vs. Burns,2020-05-30,Featherweight,Chris Gutierrez,Vince Morales,KO/TKO,Kick,2,267,Chris Gutierrez,69,145,67,Orthodox,17,3,2,1991-04-22,2,60,94,0.63,60,94,0,0,0.0,0,0,9,20,43,4,6,36,45,56,90,0,0,4,4,Vince Morales,67,135,70,Orthodox,10,5,0,1990-11-12,0,8,27,0.29,8,27,0,0,0.0,0,0,0,4,21,4,6,0,0,8,27,0,0,0,0
UFC Fight Night: Overeem vs. Harris,2020-05-16,Heavyweight,Alistair Overeem,Walt Harris,KO/TKO,Punch,2,180,Alistair Overeem,76,265,80,Orthodox,47,19,0,1980-05-17,1,68,85,0.8,97,115,1,1,1.0,0,0,262,58,75,8,8,2,2,7,10,1,1,60,74,Walt Harris,77,250,77,Southpaw,13,10,0,1983-06-10,1,25,48,0.52,25,48,0,0,0.0,0,0,47,19,41,6,7,0,0,6,19,1,3,18,26
UFC Fight Night: Overeem vs. Harris,2020-05-16,Women's Strawweight,Claudia Gadelha,Angela Hill,Decision,Split Decision,3,300,Claudia Gadelha,64,115,63,Orthodox,18,5,0,1988-12-07,0,84,210,0.4,92,218,1,4,0.25,0,0,167,61,179,14,21,9,10,78,202,2,4,4,4,Angela Hill,63,115,64,Orthodox,13,10,0,1985-01-12,1,90,176,0.51,93,179,0,0,0.0,0,0,37,60,136,29,39,1,1,86,170,4,4,0,2
UFC Fight Night: Overeem vs. Harris,2020-05-16,Featherweight,Dan Ige,Edson Barboza,Decision,Split Decision,3,300,Dan Ige,67,145,71,Orthodox,15,4,0,1991-08-06,0,79,164,0.48,100,189,1,4,0.25,0,0,126,54,132,17,24,8,8,67,149,5,8,7,7,Edson Barboza,71,145,75,Orthodox,22,10,0,1986-01-21,1,80,144,0.55,87,152,0,0,0.0,0,0,115,40,86,25,39,15,19,54,107,8,9,18,28
UFC Fight Night: Overeem vs. Harris,2020-05-16,Middleweight,Krzysztof Jotko,Eryk Anders,Decision,Unanimous Decision,3,300,Krzysztof Jotko,73,185,77,Southpaw,23,5,0,1989-08-19,0,66,116,0.56,101,154,0,5,0.0,0,0,46,47,92,13,17,6,7,53,99,13,17,0,0,Eryk Anders,73,185,75,Southpaw,14,5,0,1987-04-21,0,41,97,0.42,73,132,0,5,0.0,0,0,351,19,68,22,27,0,2,23,66,18,31,0,0
UFC Fight Night: Overeem vs. Harris,2020-05-16,Featherweight,Song Yadong,Marlon Vera,Decision,Unanimous Decision,3,300,Song Yadong,68,135,67,Orthodox,17,5,1,1997-12-02,0,101,201,0.5,119,221,0,1,0.0,0,0,60,79,173,12,17,10,11,79,169,21,31,1,1,Marlon Vera,68,135,70,Switch,17,7,1,1992-12-02,0,92,164,0.56,115,187,2,3,0.66,0,0,195,41,98,29,40,22,26,68,127,20,29,4,8
UFC Fight Night: Overeem vs. Harris,2020-05-16,Welterweight,Miguel Baeza,Matt Brown,KO/TKO,Punch,2,18,Miguel Baeza,74,170,74,Orthodox,10,1,0,1992-08-23,2,37,73,0.5,42,79,0,0,0.0,0,0,57,21,54,5,7,11,12,29,62,1,2,7,9,Matt Brown,72,170,75,Orthodox,25,18,0,1981-01-10,0,33,61,0.54,33,61,0,0,0.0,0,0,10,25,51,8,10,0,0,21,44,12,17,0,0
UFC Fight Night: Overeem vs. Harris,2020-05-16,Middleweight,Kevin Holland,Anthony Hernandez,KO/TKO,Knee,1,39,Kevin Holland,75,185,81,Orthodox,21,7,0,1992-11-05,1,14,18,0.77,14,18,0,0,0.0,0,0,4,9,13,4,4,1,1,4,7,5,5,5,6,Anthony Hernandez,72,185,75,Orthodox,8,2,0,1993-10-18,0,0,3,0.0,0,3,0,0,0.0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
UFC Fight Night: Overeem vs. Harris,2020-05-16,Featherweight,Giga Chikadze,Irwin Rivera,Decision,Unanimous Decision,3,300,Giga Chikadze,72,145,74,Orthodox,14,2,0,1988-08-25,1,61,135,0.45,61,135,1,1,1.0,0,0,6,33,100,13,16,15,19,55,122,2,4,4,9,Irwin Rivera,66,135,67,Southpaw,10,6,0,1989-02-14,0,34,94,0.36,35,95,0,4,0.0,0,0,3,20,71,10,18,4,5,34,94,0,0,0,0
UFC Fight Night: Overeem vs. Harris,2020-05-16,Featherweight,Nate Landwehr,Darren Elkins,Decision,Unanimous Decision,3,300,Nate Landwehr,69,145,72,Orthodox,15,4,0,1988-06-06,0,118,234,0.5,121,237,0,0,0.0,0,1,29,96,211,8,9,14,14,96,206,22,28,0,0,Darren Elkins,70,145,71,Orthodox,27,9,0,1984-05-16,0,121,253,0.47,142,276,1,13,0.07,0,0,84,101,229,14,18,6,6,103,224,17,28,1,1
UFC Fight Night: Overeem vs. Harris,2020-05-16,Women's Flyweight,Cortney Casey,Mara Romero Borella,SUB,Armbar,1,216,Cortney Casey,67,125,67,Orthodox,9,9,0,1987-05-05,0,6,12,0.5,18,24,0,0,0.0,2,0,0,4,8,1,1,1,3,2,7,1,2,3,3,Mara Romero Borella,66,125,69,Orthodox,12,9,0,1986-06-03,0,5,7,0.71,21,24,1,2,0.5,0,0,175,2,4,1,1,2,2,2,4,2,2,1,1
UFC Fight Night: Overeem vs. Harris,2020-05-16,Heavyweight,Rodrigo Nascimento,Don'Tale Mayes,SUB,Rear Naked Choke,2,125,Rodrigo Nascimento,74,246,80,Orthodox,9,1,0,1992-11-26,0,32,52,0.61,45,65,2,2,1.0,1,0,143,14,33,6,7,12,12,26,45,3,3,3,4,Don'Tale Mayes,78,260,81,Orthodox,8,4,0,1992-01-16,0,27,48,0.56,42,65,0,0,0.0,0,0,93,10,30,7,8,10,10,21,41,6,7,0,0
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Light Heavyweight,Glover Teixeira,Anthony Smith,KO/TKO,Punch,5,64,Glover Teixeira,74,205,76,Orthodox,33,7,0,1979-10-28,1,138,226,0.61,202,297,1,2,0.5,0,0,478,112,192,17,25,9,9,63,129,12,21,63,76,Anthony Smith,76,205,76,Orthodox,36,16,0,1988-07-26,0,86,210,0.4,87,212,1,3,0.33,0,0,7,63,171,17,31,6,8,85,205,1,5,0,0
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Heavyweight,Ben Rothwell,Ovince Saint Preux,Decision,Split Decision,3,300,Ben Rothwell,76,265,78,Orthodox,39,13,0,1981-10-17,0,56,110,0.5,86,142,1,3,0.33,0,0,349,37,89,15,17,4,4,40,79,14,29,2,2,Ovince Saint Preux,75,205,80,Southpaw,25,16,0,1983-04-08,1,42,82,0.51,46,87,0,0,0.0,0,0,22,27,62,13,15,2,5,33,70,9,12,0,0
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Lightweight,Drew Dober,Alexander Hernandez,KO/TKO,Punch,2,265,Drew Dober,68,155,70,Southpaw,23,11,0,1988-10-19,0,61,145,0.42,65,149,0,0,0.0,0,0,11,48,126,6,10,7,9,54,135,7,10,0,0,Alexander Hernandez,69,155,72,Orthodox,13,4,0,1992-10-01,0,34,108,0.31,41,115,3,5,0.6,0,0,67,22,88,12,19,0,1,28,100,5,7,1,1
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Bantamweight,Ricky Simon,Ray Borg,Decision,Split Decision,3,300,Ricky Simon,66,135,69,Orthodox,18,3,0,1992-08-31,0,67,144,0.46,93,170,7,11,0.63,0,0,323,44,115,13,18,10,11,54,129,5,7,8,8,Ray Borg,64,135,63,Orthodox,13,5,0,1993-08-04,0,47,91,0.51,53,98,0,2,0.0,0,1,30,33,71,14,19,0,1,47,91,0,0,0,0
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Heavyweight,Andrei Arlovski,Philipe Lins,Decision,Unanimous Decision,3,300,Andrei Arlovski,75,240,77,Orthodox,32,20,0,1979-02-04,0,50,107,0.46,50,107,0,0,0.0,0,0,0,22,69,7,13,21,25,46,101,4,6,0,0,Philipe Lins,74,240,78,Orthodox,14,5,0,1985-08-17,0,41,99,0.41,41,99,0,0,0.0,0,0,7,26,71,7,18,8,10,38,95,3,4,0,0
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Lightweight,Thiago Moises,Michael Johnson,SUB,Ankle Lock,2,25,Thiago Moises,69,155,70,Orthodox,15,5,0,1995-03-23,0,1,16,0.06,1,16,0,3,0.0,1,0,0,0,13,0,2,1,1,1,16,0,0,0,0,Michael Johnson,70,155,73,Southpaw,20,17,0,1986-06-04,0,27,60,0.45,28,61,0,0,0.0,0,0,21,8,24,13,29,6,7,26,59,0,0,1,1
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Women's Bantamweight,Sijara Eubanks,Sarah Moras,Decision,Unanimous Decision,3,300,Sijara Eubanks,64,135,67,Orthodox,8,6,0,1985-04-27,0,85,171,0.49,104,190,2,2,1.0,0,0,254,69,150,12,15,4,6,62,136,5,7,18,28,Sarah Moras,67,135,67,Orthodox,6,8,0,1988-04-30,0,44,138,0.31,84,179,0,1,0.0,0,0,0,22,104,12,22,10,12,41,129,3,9,0,0
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Lightweight,Omar Morales,Gabriel Benitez,Decision,Unanimous Decision,3,300,Omar Morales,71,145,73,Orthodox,11,2,0,1985-10-17,0,63,215,0.29,63,215,0,0,0.0,0,0,0,36,178,20,28,7,9,61,210,2,5,0,0,Gabriel Benitez,68,155,71,Southpaw,22,10,0,1988-06-15,0,50,179,0.27,50,179,0,1,0.0,0,0,0,17,133,21,28,12,18,50,179,0,0,0,0
UFC Fight Night: Smith vs. Teixeira,2020-05-13,Featherweight,Brian Kelleher,Hunter Azure,KO/TKO,Punch,2,220,Brian Kelleher,66,135,66,Switch,23,12,0,1986-08-19,1,29,99,0.29,32,102,0,4,0.0,0,0,29,18,68,5,17,6,14,27,97,0,0,2,2,Hunter Azure,68,145,69,Orthodox,9,2,0,1992-03-02,0,62,132,0.46,67,139,0,0,0.0,0,0,21,37,98,13,21,12,13,59,123,3,9,0,0
